Taxa,ID,Meds,Magnitude,Cohort,Group,P value,Influence
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__indistinctus,A. indistinctus,Ceftazidime,-0.005376782,HSCT,Multiple drug analysis,0.028524477,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.__,g__Staphylococcus,Ceftazidime,2.263474747,HSCT,Multiple drug analysis,0.032296518,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Ceftazidime,-12.15478435,HSCT,Multiple drug analysis,9.76E-06,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Ceftazidime,-9.422879313,HSCT,Multiple drug analysis,3.82E-07,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__,g__Lactobacillus2,Ceftazidime,2.347380158,HSCT,Multiple drug analysis,0.01507312,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Ceftazidime,0.109053192,HSCT,Multiple drug analysis,0.019821278,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Ceftazidime,-0.478582022,HSCT,Multiple drug analysis,0.020372502,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus,R. gnavus,Ceftazidime,2.644862848,HSCT,Multiple drug analysis,0.004840452,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__producta,B. producta,Ceftazidime,2.55582564,HSCT,Multiple drug analysis,0.010094935,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__aldenense,C. aldenense,Ceftazidime,-0.150818665,HSCT,Multiple drug analysis,0.002702851,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__clostridioforme,C. clostridioforme,Ceftazidime,0.317677622,HSCT,Multiple drug analysis,0.023868213,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Ceftazidime,0.034017135,HSCT,Multiple drug analysis,0.019504945,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.__,g__Roseburia1,Ceftazidime,0.46282033,HSCT,Multiple drug analysis,0.048730787,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Ceftazidime,0.603372155,HSCT,Multiple drug analysis,0.013895246,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Ceftazidime,0.021189545,HSCT,Multiple drug analysis,0.035757502,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Butyricicoccus.s__pullicaecorum,B. pullicaecorum,Ceftazidime,0.606633096,HSCT,Multiple drug analysis,0.003628956,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Clostridium.s__methylpentosum,C. methylpentosum,Ceftazidime,0.033655431,HSCT,Multiple drug analysis,0.02719394,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.__,g__Faecalibacterium,Ceftazidime,0.230516023,HSCT,Multiple drug analysis,0.049590625,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Ceftazidime,0.62504151,HSCT,Multiple drug analysis,0.01286275,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Ceftazidime,-0.203947012,HSCT,Multiple drug analysis,0.018233393,Inhibition
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__,g__Fusobacterium,Ceftazidime,-0.191981228,HSCT,Multiple drug analysis,0.026299943,Inhibition
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__.__,f__Enterobacteriaceae,Ceftazidime,5.123736259,HSCT,Multiple drug analysis,0.033250729,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Ceftriaxon,0.944815129,HSCT,Multiple drug analysis,1.62E-26,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Ceftriaxon,0.163192836,HSCT,Multiple drug analysis,2.13E-31,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Ceftriaxon,20.64757788,HSCT,Multiple drug analysis,2.94E-09,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Ceftriaxon,33.79209828,HSCT,Multiple drug analysis,0.000584176,Promotion
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Ciprofloxacin,0.419508824,HSCT,Multiple drug analysis,0.043705872,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__caccae,B. caccae,Ciprofloxacin,0.538382396,HSCT,Multiple drug analysis,0.010246247,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Ciprofloxacin,1.445167196,HSCT,Multiple drug analysis,0.001404871,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis,S. infantis,Ciprofloxacin,-0.228757345,HSCT,Multiple drug analysis,0.009976383,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter.s__,g__Turicibacter,Ciprofloxacin,0.066218359,HSCT,Multiple drug analysis,0.004681673,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Ciprofloxacin,2.554232999,HSCT,Multiple drug analysis,0.033825122,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Ciprofloxacin,0.013638207,HSCT,Multiple drug analysis,0.025158904,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Ciprofloxacin,0.310374898,HSCT,Multiple drug analysis,0.007322363,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Ciprofloxacin,1.881750484,HSCT,Multiple drug analysis,0.031067476,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Ciprofloxacin,0.021828815,HSCT,Multiple drug analysis,0.006080929,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Ciprofloxacin,0.043078983,HSCT,Multiple drug analysis,0.003311605,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Butyricicoccus.s__pullicaecorum,B. pullicaecorum,Ciprofloxacin,0.899549889,HSCT,Multiple drug analysis,0.048165198,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Ciprofloxacin,0.251659142,HSCT,Multiple drug analysis,0.025271953,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania.s__,g__Holdemania,Ciprofloxacin,0.068121109,HSCT,Multiple drug analysis,0.034222324,Promotion
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__.__,f__Enterobacteriaceae,Ciprofloxacin,12.62586495,HSCT,Multiple drug analysis,5.14E-06,Promotion
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Shigella.__,g__Shigella,Ciprofloxacin,1.060918137,HSCT,Multiple drug analysis,0.027718555,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis,P. distasonis,Meropenem,0.220101798,HSCT,Multiple drug analysis,0.026333449,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__onderdonkii,A. onderdonkii,Meropenem,-3.305645804,HSCT,Multiple drug analysis,0.011178715,Inhibition
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__,o__Streptophyta,Meropenem,2.029805128,HSCT,Multiple drug analysis,0.016201597,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Meropenem,9.385630797,HSCT,Multiple drug analysis,0.001023462,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Finegoldia.s__,g__Finegoldia,Meropenem,-0.171530063,HSCT,Multiple drug analysis,0.028214658,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus,R. gnavus,Meropenem,-5.474097186,HSCT,Multiple drug analysis,0.002826864,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__producta,B. producta,Meropenem,-4.326892701,HSCT,Multiple drug analysis,0.03577674,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Meropenem,-2.673393777,HSCT,Multiple drug analysis,0.008187642,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.__,g__Faecalibacterium,Meropenem,-0.058143017,HSCT,Multiple drug analysis,0.049107803,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Meropenem,0.543054975,HSCT,Multiple drug analysis,0.049656921,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Meropenem,-0.873095073,HSCT,Multiple drug analysis,0.00598703,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Meropenem,-0.237471103,HSCT,Multiple drug analysis,0.021695147,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Piperacillin.tazobactam,0.415529169,HSCT,Multiple drug analysis,4.55E-10,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Piperacillin.tazobactam,16.65387979,HSCT,Multiple drug analysis,1.32E-17,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Piperacillin.tazobactam,3.201080289,HSCT,Multiple drug analysis,1.05E-17,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Piperacillin.tazobactam,4.78028393,HSCT,Multiple drug analysis,4.19E-84,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__,f__Peptostreptococcaceae1,Piperacillin.tazobactam,1.734371072,HSCT,Multiple drug analysis,1.49E-05,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Vancomycin,0.042724279,HSCT,Multiple drug analysis,0.011185647,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__caccae,B. caccae,Vancomycin,-0.340165952,HSCT,Multiple drug analysis,0.000272815,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__fragilis,B. fragilis,Vancomycin,5.050143523,HSCT,Multiple drug analysis,0.005382949,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Vancomycin,-3.019673726,HSCT,Multiple drug analysis,0.000421055,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Vancomycin,-0.895574815,HSCT,Multiple drug analysis,0.020121269,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis,P. distasonis,Vancomycin,-0.806438921,HSCT,Multiple drug analysis,0.016363822,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__finegoldii,A. finegoldii,Vancomycin,2.779497409,HSCT,Multiple drug analysis,0.000122271,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__onderdonkii,A. onderdonkii,Vancomycin,-1.421146489,HSCT,Multiple drug analysis,0.02084891,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Vancomycin,-11.72392055,HSCT,Multiple drug analysis,7.72E-06,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Vancomycin,-4.246234724,HSCT,Multiple drug analysis,0.018597987,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.__,g__Lactobacillus1,Vancomycin,3.105338708,HSCT,Multiple drug analysis,0.039262427,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Vancomycin,-0.097822041,HSCT,Multiple drug analysis,0.000405754,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__zeae,L. zeae,Vancomycin,3.55779327,HSCT,Multiple drug analysis,0.005977339,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus,R. gnavus,Vancomycin,-2.05478864,HSCT,Multiple drug analysis,0.022112474,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.__,g__Clostridium,Vancomycin,-0.575097801,HSCT,Multiple drug analysis,0.013388029,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__aldenense,C. aldenense,Vancomycin,-0.163497025,HSCT,Multiple drug analysis,0.00063343,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__symbiosum,C. symbiosum,Vancomycin,-0.22201406,HSCT,Multiple drug analysis,0.013342728,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Butyricicoccus.s__pullicaecorum,B. pullicaecorum,Vancomycin,0.414251147,HSCT,Multiple drug analysis,0.038099902,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Vancomycin,-0.641100629,HSCT,Multiple drug analysis,0.007434768,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Vancomycin,-0.098476662,HSCT,Multiple drug analysis,0.038384323,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__finegoldii,A. finegoldii,Tobramycin,45.05781988,HSCT,Multiple drug analysis,1.21E-06,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__onderdonkii,A. onderdonkii,Tobramycin,-33.00362399,HSCT,Multiple drug analysis,9.41E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Tobramycin,1.018484854,HSCT,Multiple drug analysis,0.032983267,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Tobramycin,0.974656238,HSCT,Multiple drug analysis,0.028812971,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__,g__Bifidobacterium2,ATG,-2.021590846,GVHD,Single drug analysis,0.02463212,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,ATG,2.850754421,GVHD,Single drug analysis,2.69E-15,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__,g__Bacteroides1,ATG,0.289411617,GVHD,Single drug analysis,0.041845441,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,ATG,5.758850076,GVHD,Single drug analysis,3.89E-06,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.__,g__Bifidobacterium1,Busulfan,0.874539883,GVHD,Single drug analysis,0.04726418,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__caccae,B. caccae,Busulfan,1.611929842,GVHD,Single drug analysis,0.005786782,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Busulfan,3.909107859,GVHD,Single drug analysis,0.014250409,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Busulfan,17.10245466,GVHD,Single drug analysis,0.013819545,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Busulfan,-6.214668697,GVHD,Single drug analysis,0.034937218,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis,S. infantis,Busulfan,-0.659909545,GVHD,Single drug analysis,0.005339836,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__symbiosum,C. symbiosum,Busulfan,-0.226370531,GVHD,Single drug analysis,0.026969524,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megasphaera.s__,g__Megasphaera,Busulfan,-5.366773597,GVHD,Single drug analysis,0.04834947,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Busulfan,-8.766360959,GVHD,Single drug analysis,0.00562525,Inhibition
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__,g__Bilophila,Busulfan,13.11453488,GVHD,Single drug analysis,0.000177875,Promotion
Unassigned.__.__.__.__.__.__,Unassigned,Busulfan,0.12805503,GVHD,Single drug analysis,0.019461983,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__,g__Bifidobacterium2,Cyclophosphamide,0.433737872,GVHD,Single drug analysis,0.031004983,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Cyclophosphamide,-0.195961926,GVHD,Single drug analysis,0.02574131,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Cyclophosphamide,13.33346428,GVHD,Single drug analysis,0.031429968,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Cyclophosphamide,-6.60011919,GVHD,Single drug analysis,0.011682203,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Cyclophosphamide,0.41785243,GVHD,Single drug analysis,0.000779268,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__salivarius,L. salivarius,Cyclophosphamide,-1.629840216,GVHD,Single drug analysis,0.044997873,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__zeae,L. zeae,Cyclophosphamide,-10.50126261,GVHD,Single drug analysis,0.020768082,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Cyclophosphamide,-2.68452684,GVHD,Single drug analysis,0.026352487,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar,V. dispar,Cyclophosphamide,1.822684493,GVHD,Single drug analysis,0.032492662,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Cyclophosphamide,-7.042444425,GVHD,Single drug analysis,0.012651612,Inhibition
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__,g__Bilophila,Cyclophosphamide,-7.285601979,GVHD,Single drug analysis,0.020724046,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Fludarabine,-3.31880266,GVHD,Single drug analysis,0.011658834,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Fludarabine,-0.004184951,GVHD,Single drug analysis,0.005650502,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Fludarabine,-12.16704566,GVHD,Single drug analysis,0.02260734,Inhibition
